ticker,googleTicker,companyName,sector,currentPrice,currentMarketCap,volume,price1D,price1W,price1M,price1Q,price1Y,price2Y,price3Y,price5Y,priceLongest
MMM,MMM,3M,Industrials,"=IFERROR(GOOGLEFINANCE(B2,""price""),"""")","=IFERROR(GOOGLEFINANCE(B2,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B2,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B2,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B2,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B2,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B2,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B2,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B2,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B2,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B2,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B2,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AOS,AOS,A. O. Smith,Industrials,"=IFERROR(GOOGLEFINANCE(B3,""price""),"""")","=IFERROR(GOOGLEFINANCE(B3,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B3,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B3,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B3,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B3,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B3,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B3,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B3,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B3,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B3,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B3,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ABT,ABT,Abbott Laboratories,Health Care,"=IFERROR(GOOGLEFINANCE(B4,""price""),"""")","=IFERROR(GOOGLEFINANCE(B4,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B4,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B4,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B4,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B4,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B4,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B4,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B4,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B4,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B4,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B4,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ABBV,ABBV,AbbVie,Health Care,"=IFERROR(GOOGLEFINANCE(B5,""price""),"""")","=IFERROR(GOOGLEFINANCE(B5,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B5,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B5,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B5,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B5,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B5,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B5,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B5,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B5,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B5,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B5,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ACN,ACN,Accenture,Information Technology,"=IFERROR(GOOGLEFINANCE(B6,""price""),"""")","=IFERROR(GOOGLEFINANCE(B6,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B6,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B6,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B6,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B6,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B6,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B6,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B6,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B6,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B6,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B6,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ADBE,ADBE,Adobe Inc.,Information Technology,"=IFERROR(GOOGLEFINANCE(B7,""price""),"""")","=IFERROR(GOOGLEFINANCE(B7,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B7,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B7,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B7,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B7,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B7,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B7,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B7,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B7,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B7,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B7,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AMD,AMD,Advanced Micro Devices,Information Technology,"=IFERROR(GOOGLEFINANCE(B8,""price""),"""")","=IFERROR(GOOGLEFINANCE(B8,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B8,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B8,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B8,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B8,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B8,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B8,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B8,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B8,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B8,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B8,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AES,AES,AES Corporation,Utilities,"=IFERROR(GOOGLEFINANCE(B9,""price""),"""")","=IFERROR(GOOGLEFINANCE(B9,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B9,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B9,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B9,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B9,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B9,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B9,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B9,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B9,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B9,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B9,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AFL,AFL,Aflac,Financials,"=IFERROR(GOOGLEFINANCE(B10,""price""),"""")","=IFERROR(GOOGLEFINANCE(B10,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B10,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B10,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B10,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B10,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B10,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B10,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B10,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B10,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B10,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B10,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
A,A,Agilent Technologies,Health Care,"=IFERROR(GOOGLEFINANCE(B11,""price""),"""")","=IFERROR(GOOGLEFINANCE(B11,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B11,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B11,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B11,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B11,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B11,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B11,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B11,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B11,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B11,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B11,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
APD,APD,Air Products,Materials,"=IFERROR(GOOGLEFINANCE(B12,""price""),"""")","=IFERROR(GOOGLEFINANCE(B12,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B12,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B12,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B12,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B12,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B12,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B12,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B12,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B12,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B12,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B12,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ABNB,ABNB,Airbnb,Consumer Discretionary,"=IFERROR(GOOGLEFINANCE(B13,""price""),"""")","=IFERROR(GOOGLEFINANCE(B13,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B13,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B13,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B13,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B13,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B13,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B13,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B13,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B13,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B13,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B13,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
AKAM,AKAM,Akamai Technologies,Information Technology,"=IFERROR(GOOGLEFINANCE(B14,""price""),"""")","=IFERROR(GOOGLEFINANCE(B14,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B14,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B14,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B14,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B14,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B14,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B14,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B14,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B14,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B14,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B14,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ALB,ALB,Albemarle Corporation,Materials,"=IFERROR(GOOGLEFINANCE(B15,""price""),"""")","=IFERROR(GOOGLEFINANCE(B15,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B15,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B15,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B15,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B15,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B15,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B15,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B15,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B15,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B15,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B15,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ARE,ARE,Alexandria Real Estate Equities,Real Estate,"=IFERROR(GOOGLEFINANCE(B16,""price""),"""")","=IFERROR(GOOGLEFINANCE(B16,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B16,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B16,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B16,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B16,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B16,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B16,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B16,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B16,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B16,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B16,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ALGN,ALGN,Align Technology,Health Care,"=IFERROR(GOOGLEFINANCE(B17,""price""),"""")","=IFERROR(GOOGLEFINANCE(B17,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B17,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B17,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B17,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B17,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B17,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B17,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B17,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B17,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B17,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B17,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ALLE,ALLE,Allegion,Industrials,"=IFERROR(GOOGLEFINANCE(B18,""price""),"""")","=IFERROR(GOOGLEFINANCE(B18,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B18,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B18,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B18,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B18,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B18,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B18,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B18,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B18,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B18,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B18,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
LNT,LNT,Alliant Energy,Utilities,"=IFERROR(GOOGLEFINANCE(B19,""price""),"""")","=IFERROR(GOOGLEFINANCE(B19,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B19,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B19,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B19,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B19,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B19,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B19,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B19,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B19,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B19,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B19,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
ALL,ALL,Allstate,Financials,"=IFERROR(GOOGLEFINANCE(B20,""price""),"""")","=IFERROR(GOOGLEFINANCE(B20,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B20,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B20,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B20,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B20,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B20,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B20,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B20,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B20,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B20,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B20,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
GOOGL,GOOGL,Alphabet Inc. (Class A),Communication Services,"=IFERROR(GOOGLEFINANCE(B21,""price""),"""")","=IFERROR(GOOGLEFINANCE(B21,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B21,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B21,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B21,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B21,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B21,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B21,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B21,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B21,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B21,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B21,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
GOOG,GOOG,Alphabet Inc. (Class C),Communication Services,"=IFERROR(GOOGLEFINANCE(B22,""price""),"""")","=IFERROR(GOOGLEFINANCE(B22,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B22,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B22,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B22,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B22,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B22,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B22,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B22,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B22,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B22,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B22,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
